"demographics__age","demographics__country","assignment_answer","survey__question_1","survey__question_2","survey__question_3","survey__question_4","survey__question_5","survey__question_6","survey__question_7","survey__question_8","survey__question_9","survey__question_10","survey__question_11","survey__question_12","survey__question_13","survey__question_14","survey__question_15","survey__question_16","survey__question_17","survey__question_18","survey__question_19","survey__question_20"
"20-30","Finland","I think it will get better","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","yes"
